IATA,Name,City,Lat,Lon
SJC,Norman Y. Mineta San Jose International Airport,San Jose,37.362598,-121.929001
SJT,San Angelo Regional Mathis Field,San Angelo,31.35770034790039,-100.49600219726562
SKK,Shaktoolik Airport,Shaktoolik,64.37110138,-161.223999
SLC,Salt Lake City International Airport,Salt Lake City,40.78839874267578,-111.97799682617188
SLK,Adirondack Regional Airport,Saranac Lake,44.38529968261719,-74.2061996459961
SLN,Salina Municipal Airport,Salina,38.79100036621094,-97.6521987915039
SLQ,Sleetmute Airport,Sleetmute,61.7005004883,-157.166000366
SMF,Sacramento International Airport,Sacramento,38.69540023803711,-121.59100341796875
SMK,St Michael Airport,St. Michael,63.49010086,-162.1100006
SMX,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,34.89889908,-120.4570007
SNA,John Wayne Airport-Orange County Airport,Santa Ana,33.67570114,-117.8679962
SNP,St Paul Island Airport,St. Paul Island,57.167301177978516,-170.22000122070312
SOW,Show Low Regional Airport,Show Low,34.265499115,-110.005996704
SPI,Abraham Lincoln Capital Airport,Springfield,39.84410095,-89.67790222
SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,33.9888,-98.491898
SRQ,Sarasota Bradenton International Airport,Sarasota,27.39539909362793,-82.55439758300781
STC,St Cloud Regional Airport,Saint Cloud,45.546600341796875,-94.05989837646484
STG,St George Airport,Point Barrow,56.578300476100004,-169.662002563
STL,St Louis Lambert International Airport,St. Louis,38.748697,-90.370003
STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,38.50899887,-122.8130035
SUX,Sioux Gateway Col. Bud Day Field,Sioux City,42.40259933,-96.38439941
SVA,Savoonga Airport,Savoonga,63.6864013671875,-170.4929962158203
SWF,Stewart International Airport,Newburgh,41.50410079956055,-74.10479736328125
SYR,Syracuse Hancock International Airport,Syracuse,43.11119842529297,-76.1063003540039
TBN,Waynesville-St. Robert Regional Forney field,Fort Leonardwood,37.74160004,-92.14070129
TEB,Teterboro Airport,Teterboro,40.85010147089999,-74.060798645
TLA,Teller Airport,Teller,65.2404022217,-166.339004517
TLH,Tallahassee Regional Airport,Tallahassee,30.396499633789062,-84.35030364990234
TLJ,Tatalina LRRS Airport,Tatalina,62.894401550299996,-155.977005005
TNC,Tin City Long Range Radar Station Airport,Tin City,65.56310272,-167.9219971
TOG,Togiak Airport,Togiak Village,59.052799224853516,-160.39700317382812
TOL,Toledo Express Airport,Toledo,41.58679962,-83.80780029
TPA,Tampa International Airport,Tampa,27.975500106811523,-82.533203125
TRI,Tri-Cities Regional TN/VA Airport,BRISTOL,36.475201,-82.407401
TTN,Trenton Mercer Airport,Trenton,40.27669906616211,-74.8134994506836
TUL,Tulsa International Airport,Tulsa,36.19839859008789,-95.88809967041016
TUP,Tupelo Regional Airport,Tupelo,34.26810073852539,-88.7698974609375
TUS,Tucson International Airport,Tucson,32.1161003112793,-110.94100189208984
TVC,Cherry Capital Airport,Traverse City,44.74140167236328,-85.58219909667969
TVF,Thief River Falls Regional Airport,Thief River Falls,48.06570053,-96.18499756
TWF,Joslin Field Magic Valley Regional Airport,Twin Falls,42.4818,-114.487999
TXK,Texarkana Regional Webb Field,Texarkana,33.45370101928711,-93.99099731445312
TYR,Tyler Pounds Regional Airport,Tyler,32.35409927368164,-95.40239715576172
TYS,McGhee Tyson Airport,Knoxville,35.81100082,-83.9940033
UIN,Quincy Regional Baldwin Field,Quincy,39.94269943,-91.19460297
UNK,Unalakleet Airport,Unalakleet,63.88840103,-160.798996
UST,Northeast Florida Regional Airport,St. Augustine Airport,29.9592,-81.339798
VAK,Chevak Airport,Chevak,61.5409,-165.6005
VCT,Victoria Regional Airport,Victoria,28.85260009765625,-96.91850280761719
VDZ,Valdez Pioneer Field,Valdez,61.13389969,-146.2480011
VEE,Venetie Airport,Venetie,67.0086975098,-146.365997314
VEL,Vernal Regional Airport,Vernal,40.4408989,-109.5100021
VIS,Visalia Municipal Airport,Visalia,36.3186988831,-119.392997742
VLD,Valdosta Regional Airport,Valdosta,30.782499313354492,-83.27670288085938
VPS,Destin-Ft Walton Beach Airport,Valparaiso,30.4832,-86.525398
WAA,Wales Airport,Wales,65.622593,-168.095
WBQ,Beaver Airport,Beaver,66.362197876,-147.406997681
WLK,Selawik Airport,Selawik,66.60009766,-159.9859924
WMO,White Mountain Airport,White Mountain,64.689201355,-163.412994385
WNA,Napakiak Airport,Napakiak,60.69029998779297,-161.97900390625
WRG,Wrangell Airport,Wrangell,56.48429871,-132.3699951
WRL,Worland Municipal Airport,Worland,43.9656982421875,-107.95099639892578
WSN,South Naknek Nr 2 Airport,South Naknek,58.7033996582,-157.007995605
WTK,Noatak Airport,Noatak,67.56610107421875,-162.97500610351562
XNA,Northwest Arkansas Regional Airport,Bentonville,36.281898,-94.306801
YAK,Yakutat Airport,Yakutat,59.5032997131,-139.660003662
YKM,Yakima Air Terminal McAllister Field,Yakima,46.56819916,-120.5439987
YNG,Youngstown Warren Regional Airport,Youngstown,41.26070023,-80.67910004
YUM,Yuma MCAS/Yuma International Airport,Yuma,32.65660095,-114.6060028
